id,page1_id,page2_id
2484,1633,60
2483,1633,66
4337,2271,405
4338,2271,20
3679,284,73
3680,284,1064
4339,2272,286
4340,2272,60
4341,2273,286
4342,2273,284
4343,2273,60
4344,2273,1887
4396,2299,330
4397,2300,330
4347,2275,375
4398,2301,341
4399,2302,330
4350,2277,375
4345,2274,286
4346,2274,60
4351,2278,286
4352,2278,284
4353,2278,258
4354,2278,60
4355,895,1504
4356,2279,542
4357,2280,486
4358,2280,1504
4359,2281,542
4360,896,1504
4361,2282,542
4362,1114,250
4363,1114,254
4400,2303,341
4364,2283,250
4365,2283,1504
4366,2284,542
4367,2285,356
4368,2285,62
4369,706,62
4370,2286,376
4371,2286,62
4372,2287,542
4374,2288,376
4375,2288,62
4401,2303,63
4402,2303,1064
3204,1822,224
4376,2289,376
4377,2289,62
4378,2290,251
4379,2290,62
4380,2291,356
4381,2291,62
4382,2292,243
4383,2292,62
4384,2293,354
4385,2293,63
4386,2294,228
4387,2294,63
4388,2295,341
4389,2295,63
4390,2296,354
4391,2296,63
4392,2296,2276
4348,2276,223
4349,2276,274
4431,2316,485
4432,2316,355
4433,2316,401
2981,1772,63
2980,1775,63
4407,2306,293
4408,2307,368
4409,2307,63
4410,2308,368
4411,2308,63
4412,2308,2276
4413,2309,447
4414,2309,1179
4415,2309,1765
4416,2310,447
4417,2310,1179
4418,2311,485
4419,2311,355
4420,2311,263
4421,2312,447
4422,2312,1179
3763,1671,61
3764,1671,184
4423,2313,492
4424,2313,81
4425,2314,492
4426,2314,81
3272,1847,166
4242,1847,223
4245,1847,224
4243,1849,223
4244,1849,224
3281,1850,166
4240,1825,223
4241,1825,224
3207,1824,223
3208,1824,224
3298,1824,168
4427,1817,63
4434,2316,49
4435,2316,52
4436,2316,2168
4437,901,478
4438,947,223
4439,947,20
4446,2318,259
4447,2318,64
4310,908,19
4373,705,62
4403,2304,228
4404,2304,63
4405,2305,228
4406,2305,63
4430,2316,263
4440,946,223
4441,2246,20
4442,2317,412
4443,2317,20
4444,989,20
4445,988,20
4448,2319,259
4449,2320,259
4450,2320,302
4451,2320,300
4454,796,2321
682,673,143
4452,2321,300
4456,2323,259
3553,259,64
3554,259,72
3770,1966,72
4455,2322,259
2640,1691,67
4520,2375,2345
4457,2324,166
4521,2375,18
4458,71,686
4453,2321,277
4461,2325,261
4462,2325,231
4463,2326,71
4522,2376,2345
4523,2376,18
2036,1415,690
4467,2330,1504
4471,2334,241
4472,2335,241
4473,2336,241
4474,2337,241
4475,2338,285
4477,2340,285
4478,2341,285
4476,2339,285
4576,2409,292
3509,650,1412
4481,2344,317
4480,2343,317
4479,2342,317
4428,2315,376
4429,2315,590
4482,18,687
4484,39,119
4492,2359,1329
3510,650,1914
3511,650,644
3512,650,647
3513,650,645
3514,650,646
3515,650,1312
4577,2409,64
4486,2318,292
4487,2318,277
4488,2318,299
4489,2318,271
4490,2318,285
4578,2409,2318
4491,2358,1329
4517,2374,2358
4518,2374,2359
4567,131,2347
4519,2374,2373
4493,2360,273
4494,2360,14
4524,2379,263
4525,2379,49
4526,2380,263
4568,131,2346
4527,2380,49
4513,130,2372
4512,2371,19
4466,2328,20
4553,2395,417
4554,2395,71
4555,2404,49
4528,2382,263
4529,2382,49
4530,2381,263
4531,2381,49
4532,2383,326
4556,2404,2316
4534,2385,326
4535,2386,263
4536,2386,49
4514,130,2373
4557,2404,263
4558,2404,485
4559,2404,401
4533,2384,326
4538,2388,263
4539,2388,49
4540,2389,263
4541,2389,49
4542,2390,231
4543,2390,49
4544,2391,501
4545,2391,65
4546,2392,304
4547,2392,65
4548,2393,362
4549,2393,65
4550,2394,445
4551,2394,406
4552,2394,71
4515,130,2358
4516,130,2359
4560,2404,355
4561,2347,131
4579,2410,299
4580,2410,64
4581,2410,2318
4565,2406,245
4566,2406,71
4582,2411,285
4583,2411,64
4584,2411,2318
4569,2407,271
4570,2407,64
4571,2407,2318
4562,2405,2318
4563,2405,277
4564,2405,271
4572,2405,64
4573,2408,64
4574,2408,2318
4575,2408,277
4485,2345,18
3218,1832,22
3219,1832,695
4597,1832,2318
4598,1832,64
4599,2412,406
4600,2412,445
4601,2412,71
4470,2333,729
4604,2413,406
4605,2413,71
4595,131,2398
4596,131,2399
4602,131,2400
4603,131,2400
4607,2414,406
4608,2414,71
4657,2445,505
4658,2445,71
4659,2446,73
4660,2446,319
4661,2446,284
4662,2448,284
4663,2448,73
4611,2415,445
4612,2415,71
4613,928,284
4614,928,1064
4615,928,266
4616,2416,445
4617,2416,71
4618,2417,408
4619,2417,71
4620,927,284
4621,2418,505
4622,2418,71
4623,1030,71
4624,2420,505
4625,2420,71
4626,1032,71
4627,1031,71
4628,2422,262
4629,2423,262
4630,1029,71
4631,1099,20
4632,2426,357
4633,2426,71
4664,2449,284
4665,2449,73
4666,2450,284
4667,2450,73
4668,2451,228
4669,2451,73
4585,131,2349
4586,131,2348
4672,127,2454
4587,131,2351
4588,131,2350
4589,131,2352
4590,131,2353
4606,131,2401
4609,131,2403
4610,131,2402
4703,132,2346
4704,132,2347
4705,132,2348
4706,132,2349
4707,132,2350
4708,132,2316
4709,132,2351
4710,132,2352
4711,132,2353
4712,132,2354
4713,132,2397
4714,132,2400
4715,132,2398
4716,132,2399
4634,131,2419
4635,131,2421
4717,132,2401
4718,132,2402
4636,131,2424
4637,131,2425
4638,131,2427
4639,131,2428
4640,131,2429
4641,131,2430
4642,131,2431
4643,131,2432
4644,131,2433
4645,131,2434
4646,131,2435
4647,131,2436
4648,131,2437
4649,131,2438
4650,131,2439
4651,131,2440
4652,131,2441
4719,132,2403
4720,132,2440
4721,132,2419
4653,2443,417
4654,2443,71
4722,132,2421
4723,132,2424
4724,132,2425
4725,132,2427
4591,131,2354
4592,131,2397
4593,131,2397
4594,131,2396
4655,2444,417
4656,2444,71
4677,2460,22
4739,2469,599
4740,2469,231
4741,2469,76
4727,132,2429
4728,132,2430
4729,132,2431
4730,132,2432
4731,132,2433
4732,132,2434
4733,132,2435
4734,132,2436
4735,132,2437
4736,132,2438
4737,132,2439
4738,132,2441
4745,132,2471
4744,131,2471
4687,131,2454
4757,131,2474
4758,131,2475
4863,131,2475
4864,131,2537
4865,131,2538
4845,131,2454
4846,131,2525
4847,131,2526
4848,131,2527
4849,131,2528
4850,131,2528
4851,131,2529
4852,131,2530
4853,131,2530
4866,131,2539
4867,131,2540
4742,2470,394
4743,2470,76
4868,131,2541
4794,131,2498
4854,131,2531
4855,131,2532
4856,131,2533
4857,131,2534
4797,127,2498
4843,127,2531
4883,127,2519
4748,127,2474
4885,127,2543
4886,127,2544
4749,127,2475
4887,127,2545
4888,127,2546
4889,127,2547
4890,127,2548
4891,127,2549
4892,127,2550
4893,127,2551
4800,127,2501
4894,127,2553
4895,127,2554
4896,127,2555
4897,127,2556
4898,127,2556
4899,127,2557
4900,127,2558
4844,127,2532
4821,2518,2442
4726,132,2428
4764,2495,2491
4904,127,2562
4905,127,2561
4906,127,2560
4827,127,2524
4828,127,2523
4876,127,2475
4908,2574,14
5002,2596,296
4909,2575,23
4877,127,2537
4878,127,2538
4879,127,2539
4880,127,2540
4881,127,2539
4882,127,2541
4829,127,2454
4830,127,2525
4831,127,2526
4832,127,2527
4833,127,2528
4834,127,2529
4985,2591,78
4986,2591,413
4987,2591,547
4911,131,2543
4912,131,2545
4913,131,2544
4914,131,2546
4915,131,2547
4916,131,2548
4917,131,2549
4918,131,2550
4919,131,2551
4920,131,2552
4921,131,2553
4922,131,2551
4923,131,2554
4924,131,2554
4925,131,2555
4926,131,2556
4927,131,2556
4928,131,2557
4929,131,2559
4930,131,2557
4931,131,2558
4835,127,2530
4836,127,2531
4958,1038,1179
4058,2108,400
4966,2582,166
4959,2578,1178
4960,2578,376
4837,127,2533
4838,127,2534
4839,127,2536
4840,127,2535
4841,127,2535
4842,127,2534
4822,127,2519
4967,2582,168
4968,2582,740
4969,2583,166
4970,2583,2580
4971,2583,740
5003,2596,282
5004,2596,76
4972,2584,740
4973,2584,166
4974,2584,2580
4962,2580,166
4963,2580,740
4907,127,2550
4976,2586,2576
4977,2585,2576
4978,2587,2576
4979,707,67
4980,2588,516
4981,2588,67
5005,2597,282
5006,2597,76
4983,2590,1179
4984,2590,567
4982,2589,268
5007,2598,282
5008,2599,282
4932,131,2559
4933,131,2566
4934,131,2565
4935,131,2564
4936,131,2564
4937,131,2563
4938,131,2562
4961,2579,742
4964,2581,166
4965,2581,740
4988,2592,21
4939,131,2561
4995,2594,282
4996,2594,2593
4997,2594,168
4998,2595,274
4999,2595,2593
5000,2595,168
5001,2595,23
4990,2593,596
4991,2593,362
4992,2593,21
5014,132,2601
4901,127,2559
4902,127,2564
4993,2593,168
4994,2593,166
4989,2593,275
5013,2593,116
5009,2600,294
5010,2600,292
5011,2600,1887
5012,2600,67
4903,127,2563
4910,131,2519
4940,131,2567
2648,637,52
200,635,492
5016,2602,81
5017,2602,492
5018,2602,567
4941,131,2568
4942,131,2569
4943,131,2571
4944,131,2572
4945,131,2572
4946,131,2573
4858,131,2535
4859,131,2536
4803,131,2501
4860,131,2474
4861,131,2523
4862,131,2524
4956,131,2548
4957,131,2548
4947,131,2549
4948,131,2546
4949,131,2547
4950,131,2545
4951,131,2560
4952,131,2565
4953,131,2570
4954,131,2545
4955,131,2553
5015,131,2601
