id,category_id,page_id,primarylabel
3555,4,926,f
3556,3,926,f
3553,4,925,f
3554,3,925,f
3461,35,2442,f
3462,30,2442,f
3574,4,2594,f
3575,3,2594,f
3559,4,2590,f
3560,3,2590,f
3557,4,2589,f
3558,3,2589,f
3576,4,2595,f
3577,3,2595,f
3578,4,867,f
3579,3,867,f
3322,4,2330,t
3323,3,2330,t
3563,47,2592,t
3564,4,929,f
3565,3,929,f
3580,4,2596,f
3581,3,2596,f
3582,4,2597,f
3583,3,2597,f
3584,4,868,f
3585,3,868,f
3586,4,869,f
3587,3,869,f
3600,4,1089,f
3601,3,1089,f
3610,4,1129,f
3611,3,1129,f
3572,4,2593,f
3573,3,2593,f
3590,4,870,f
3591,3,870,f
3592,4,871,f
3593,3,871,f
3604,4,1087,f
3605,3,1087,f
3602,4,1090,f
3603,3,1090,f
3606,4,1128,f
3607,3,1128,f
3608,4,1130,f
3609,3,1130,f
3612,4,1091,f
3613,3,1091,f
3614,4,1093,f
3615,3,1093,f
3616,3,1094,f
3617,4,1094,f
3618,4,1095,f
3619,3,1095,f
3620,4,1096,f
3621,3,1096,f
3622,4,1097,f
3623,3,1097,f
3624,4,2106,f
3625,3,2106,f
3626,4,2103,f
3627,3,2103,f
3628,4,2104,f
3629,3,2104,f
3630,4,1108,f
3494,90,2495,f
3495,89,2495,f
3631,3,1108,f
3632,4,1109,f
3633,3,1109,f
3634,4,1110,f
3635,3,1110,f
3636,4,1111,f
3637,3,1111,f
3638,4,1112,f
3639,3,1112,f
3640,4,1113,f
3641,3,1113,f
3561,4,2591,f
3562,3,2591,f
3642,4,1120,f
3643,3,1120,f
3644,4,1122,f
3645,3,1122,f
3648,4,774,f
3649,3,774,f
3646,4,2602,f
3647,3,2602,f
3650,4,775,f
3651,3,775,f
3652,4,776,f
3653,3,776,f
3654,66,2359,f
3655,67,2359,f
3656,66,2358,f
3657,67,2358,f
3658,4,1072,f
3659,3,1072,f
3660,4,1073,f
3661,3,1073,f
3662,4,1074,f
3663,3,1074,f
242,90,29,f
3664,4,1103,f
3665,3,1103,f
3666,49,589,f
3667,49,585,f
3668,49,583,f
3669,4,1992,f
3670,3,1992,f
384,4,99,f
385,3,99,f
3671,63,2603,t
3672,62,2603,f
3673,4,2603,f
3674,3,2603,f
3693,4,2618,f
3694,3,2618,f
3695,4,2617,f
3696,3,2617,f
3697,4,2357,f
3698,3,2357,f
3699,46,2619,t
3700,50,1165,t
3701,50,471,t
3702,50,586,t
3703,50,374,t
3704,50,1428,t
3705,50,548,t
3706,50,1173,t
3707,50,520,t
2927,3,2020,f
