id,title,file,width,height,created_at,focal_point_x,focal_point_y,focal_point_width,focal_point_height,uploaded_by_user_id,file_size,urls
1154,"Metro. Views 1, Cover",original_images/Klonk_Metropolitan_views_1.jpg,479,648,"2016-08-11 11:56:50.476151+02",,,,,13,,
1155,"Metrop. Views, 2",original_images/Metropolitan_views_2.jpg,443,599,"2016-08-11 12:01:15.34452+02",,,,,13,,
1156,"Adalí Pecci",original_images/AdaliPecci.jpg,400,337,"2016-08-15 13:35:59.712687+02",,,,,7,,
1157,"Friederike Wode",original_images/FriederikeWode.jpg,3456,3456,"2016-08-15 13:59:22.740902+02",,,,,7,,
1158,"Golnaz Vassigh",original_images/Untitled.png,1000,642,"2016-08-23 11:34:45.738386+02",,,,,17,,
1159,"Golnaz Vassigh",original_images/Golnaz_Vassigh.png,295,322,"2016-08-23 11:40:44.71475+02",,,,,17,,
1160,Poster-Arkani-Hamed,original_images/Poster-Arkani-Hamed-1.jpg,2464,990,"2016-08-23 14:27:05.945198+02",,,,,7,,
1161,"Nadia Kabalan",original_images/Nadia_Kabalan.jpg,2046,2045,"2016-08-25 08:59:17.790151+02",,,,,7,,
1162,"Denny Chakkalakal",original_images/Chakkalakal.jpg,1130,1065,"2016-08-25 09:19:44.632382+02",,,,,7,,
1163,"Denny Chakkalakal",original_images/200516-06-print-835.jpg,2046,2557,"2016-08-25 09:28:58.790121+02",,,,,7,,
1164,"Denny Chakkalakal",original_images/Denny_Chakkalakal.jpg,2033,1878,"2016-08-25 09:34:37.991251+02",,,,,7,,
1180,"Modell zur Skelettrekonstruktion, Ausstellung „Orobates. Nach 300 Millionen Jahren reanimiert” © Matthias Krüger",original_images/ModellSkelettrekonstruktion.jpg,640,403,"2016-09-07 13:34:19.04176+02",,,,,26,,
